,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Exp_Date,Current Date,Time to Maturity
29,SPXW191213C02925000,2019-12-09 10:25AM EST,2925,222.73,210.7,214.3,0.0,-,6,4,41.19%,2019-12-13,2019-12-10,3
30,SPXW191213C02930000,2019-12-09 10:29AM EST,2930,217.61,205.6,209.8,0.0,-,21,7,41.77%,2019-12-13,2019-12-10,3
31,SPXW191213C02935000,2019-10-30 9:13AM EST,2935,122.43,208.4,212.3,0.0,-,1,0,52.08%,2019-12-13,2019-12-10,3
32,SPXW191213C02940000,2019-12-09 10:34AM EST,2940,207.5,196.2,199.3,0.0,-,23,170,38.76%,2019-12-13,2019-12-10,3
33,SPXW191213C02945000,2019-10-24 2:12PM EST,2945,97.7,169.2,172.5,0.0,-,-,1,0.00%,2019-12-13,2019-12-10,3
34,SPXW191213C02950000,2019-12-09 10:34AM EST,2950,197.57,185.9,189.1,0.0,-,13,110,36.58%,2019-12-13,2019-12-10,3
35,SPXW191213C02955000,2019-12-10 11:45AM EST,2955,184.25,180.7,184.4,72.35,64.66%,1,16,36.59%,2019-12-13,2019-12-10,3
36,SPXW191213C02960000,2019-12-10 11:45AM EST,2960,179.3,175.6,179.4,-1.14,-0.63%,1,15,35.76%,2019-12-13,2019-12-10,3
37,SPXW191213C02965000,2019-12-05 12:07PM EST,2965,148.29,171.5,174.0,0.0,-,21,14,33.88%,2019-12-13,2019-12-10,3
38,SPXW191213C02970000,2019-10-28 10:53AM EST,2970,96.81,171.8,177.7,0.0,-,-,9,48.65%,2019-12-13,2019-12-10,3
39,SPXW191213C02975000,2019-12-03 4:08PM EST,2975,137.62,161.1,163.8,0.0,-,100,186,31.71%,2019-12-13,2019-12-10,3
40,SPXW191213C02980000,2019-12-10 11:43AM EST,2980,159.16,156.1,159.2,44.46,38.76%,1,16,31.96%,2019-12-13,2019-12-10,3
41,SPXW191213C02985000,2019-12-10 11:43AM EST,2985,154.49,150.5,154.8,48.09,45.20%,2,23,32.55%,2019-12-13,2019-12-10,3
42,SPXW191213C02990000,2019-12-09 2:32PM EST,2990,150.0,146.3,148.9,0.0,-,3,70,29.56%,2019-12-13,2019-12-10,3
43,SPXW191213C02995000,2019-12-10 11:46AM EST,2995,144.19,140.7,144.6,18.67,14.87%,1,66,30.41%,2019-12-13,2019-12-10,3
44,SPXW191213C03000000,2019-12-10 11:46AM EST,3000,139.26,135.9,139.6,-1.97,-1.39%,1,483,29.56%,2019-12-13,2019-12-10,3
45,SPXW191213C03005000,2019-12-05 1:36PM EST,3005,110.8,130.9,134.4,0.0,-,4,43,28.27%,2019-12-13,2019-12-10,3
46,SPXW191213C03010000,2019-12-10 10:12AM EST,3010,126.49,125.9,129.7,-8.47,-6.28%,3,156,28.06%,2019-12-13,2019-12-10,3
47,SPXW191213C03015000,2019-12-10 12:23PM EST,3015,121.32,121.0,124.8,-8.34,-6.43%,1,88,27.40%,2019-12-13,2019-12-10,3
48,SPXW191213C03020000,2019-12-10 11:57AM EST,3020,117.68,116.1,119.4,17.55,17.53%,10,84,25.72%,2019-12-13,2019-12-10,3
49,SPXW191213C03025000,2019-12-10 11:57AM EST,3025,112.83,111.2,114.8,-12.01,-9.62%,10,445,25.65%,2019-12-13,2019-12-10,3
50,SPXW191213C03030000,2019-12-09 3:52PM EST,3030,110.08,106.4,109.7,0.0,-,3,217,24.58%,2019-12-13,2019-12-10,3
51,SPXW191213C03035000,2019-12-09 2:06PM EST,3035,105.78,101.6,104.3,0.0,-,1,145,22.93%,2019-12-13,2019-12-10,3
52,SPXW191213C03040000,2019-12-10 12:55PM EST,3040,95.04,96.2,100.5,-5.34,-5.32%,10,147,24.20%,2019-12-13,2019-12-10,3
53,SPXW191213C03045000,2019-12-10 12:59PM EST,3045,93.7,92.2,95.2,-1.39,-1.46%,6,109,22.78%,2019-12-13,2019-12-10,3
54,SPXW191213C03050000,2019-12-10 12:09PM EST,3050,87.7,86.8,89.7,1.72,2.00%,3,1071,21.02%,2019-12-13,2019-12-10,3
55,SPXW191213C03055000,2019-12-10 11:59AM EST,3055,83.71,82.0,85.6,2.07,2.54%,1,204,21.56%,2019-12-13,2019-12-10,3
56,SPXW191213C03060000,2019-12-09 2:06PM EST,3060,81.83,77.9,80.5,0.0,-,5,697,20.45%,2019-12-13,2019-12-10,3
57,SPXW191213C03065000,2019-12-10 11:56AM EST,3065,74.32,72.4,75.9,1.98,2.74%,18,260,20.07%,2019-12-13,2019-12-10,3
58,SPXW191213C03070000,2019-12-10 11:59AM EST,3070,69.06,68.3,70.6,-4.91,-6.64%,17,3504,18.67%,2019-12-13,2019-12-10,3
59,SPXW191213C03075000,2019-12-10 12:05PM EST,3075,64.8,62.9,65.5,-0.2,-0.31%,2,1163,17.55%,2019-12-13,2019-12-10,3
60,SPXW191213C03080000,2019-12-10 12:52PM EST,3080,56.73,59.0,61.3,-2.49,-4.20%,7,3817,17.59%,2019-12-13,2019-12-10,3
61,SPXW191213C03085000,2019-12-10 11:57AM EST,3085,55.7,53.9,57.9,-1.76,-3.06%,21,347,18.41%,2019-12-13,2019-12-10,3
62,SPXW191213C03090000,2019-12-10 11:57AM EST,3090,51.1,49.5,52.3,1.73,3.50%,9,460,16.64%,2019-12-13,2019-12-10,3
63,SPXW191213C03095000,2019-12-10 12:59PM EST,3095,46.75,44.9,48.3,1.63,3.61%,20,4333,16.58%,2019-12-13,2019-12-10,3
64,SPXW191213C03100000,2019-12-10 12:08PM EST,3100,42.22,40.7,44.6,0.17,0.40%,129,7254,16.68%,2019-12-13,2019-12-10,3
65,SPXW191213C03105000,2019-12-10 1:10PM EST,3105,38.03,37.6,38.6,0.03,0.08%,17,364,14.50%,2019-12-13,2019-12-10,3
66,SPXW191213C03110000,2019-12-10 1:10PM EST,3110,33.93,33.4,34.4,0.15,0.44%,56,5299,13.99%,2019-12-13,2019-12-10,3
67,SPXW191213C03115000,2019-12-10 1:12PM EST,3115,30.7,29.6,29.9,1.3,4.42%,27,1976,13.11%,2019-12-13,2019-12-10,3
68,SPXW191213C03120000,2019-12-10 1:12PM EST,3120,26.85,26.0,26.3,1.1,4.27%,91,3371,12.90%,2019-12-13,2019-12-10,3
69,SPXW191213C03125000,2019-12-10 12:34PM EST,3125,21.27,22.3,22.6,-3.58,-14.41%,152,4794,12.45%,2019-12-13,2019-12-10,3
70,SPXW191213C03130000,2019-12-10 1:12PM EST,3130,19.7,18.9,19.2,0.1,0.51%,278,5203,12.07%,2019-12-13,2019-12-10,3
71,SPXW191213C03135000,2019-12-10 1:19PM EST,3135,16.2,15.8,16.0,0.23,1.44%,788,4121,11.68%,2019-12-13,2019-12-10,3
72,SPXW191213C03140000,2019-12-10 1:18PM EST,3140,13.24,12.8,13.1,0.01,0.08%,860,4569,11.32%,2019-12-13,2019-12-10,3
73,SPXW191213C03145000,2019-12-10 1:13PM EST,3145,11.0,10.3,10.5,0.1,0.92%,1269,8629,10.98%,2019-12-13,2019-12-10,3
74,SPXW191213C03150000,2019-12-10 1:23PM EST,3150,8.5,8.1,8.3,-0.17,-1.96%,2084,15764,10.72%,2019-12-13,2019-12-10,3
75,SPXW191213C03155000,2019-12-10 1:15PM EST,3155,6.49,6.3,6.5,-0.57,-8.07%,1383,2810,10.55%,2019-12-13,2019-12-10,3
76,SPXW191213C03160000,2019-12-10 1:27PM EST,3160,4.7,4.6,4.8,-0.63,-11.82%,5555,11268,10.22%,2019-12-13,2019-12-10,3
77,SPXW191213C03165000,2019-12-10 1:13PM EST,3165,3.63,3.4,3.6,-0.07,-1.89%,540,6312,10.09%,2019-12-13,2019-12-10,3
78,SPXW191213C03170000,2019-12-10 1:13PM EST,3170,2.6,2.4,2.5,-0.2,-7.14%,1031,4253,9.80%,2019-12-13,2019-12-10,3
79,SPXW191213C03175000,2019-12-10 1:24PM EST,3175,1.71,1.6,1.7,-0.22,-11.40%,772,9689,9.57%,2019-12-13,2019-12-10,3
80,SPXW191213C03180000,2019-12-10 1:16PM EST,3180,1.14,1.05,1.15,-0.26,-18.57%,8844,4606,9.44%,2019-12-13,2019-12-10,3
81,SPXW191213C03185000,2019-12-10 1:15PM EST,3185,0.75,0.65,0.75,-0.2,-21.05%,635,1822,9.30%,2019-12-13,2019-12-10,3
82,SPXW191213C03190000,2019-12-10 1:04PM EST,3190,0.45,0.4,0.5,-0.2,-30.77%,717,2478,9.27%,2019-12-13,2019-12-10,3
83,SPXW191213C03195000,2019-12-10 1:16PM EST,3195,0.34,0.25,0.35,-0.16,-32.00%,340,1678,9.35%,2019-12-13,2019-12-10,3
84,SPXW191213C03200000,2019-12-10 1:00PM EST,3200,0.2,0.15,0.25,-0.1,-33.33%,5036,6508,9.47%,2019-12-13,2019-12-10,3
85,SPXW191213C03205000,2019-12-10 12:42PM EST,3205,0.12,0.1,0.15,-0.1,-45.45%,15,1300,9.38%,2019-12-13,2019-12-10,3
86,SPXW191213C03210000,2019-12-10 11:55AM EST,3210,0.1,0.05,0.15,-0.05,-33.33%,404,970,9.96%,2019-12-13,2019-12-10,3
87,SPXW191213C03215000,2019-12-10 11:28AM EST,3215,0.1,0.05,0.1,-0.05,-33.33%,203,1306,9.99%,2019-12-13,2019-12-10,3
88,SPXW191213C03220000,2019-12-10 1:16PM EST,3220,0.07,0.0,0.1,-0.03,-30.00%,68,947,10.55%,2019-12-13,2019-12-10,3
89,SPXW191213C03225000,2019-12-10 12:04PM EST,3225,0.07,0.0,0.1,-0.03,-30.00%,235,1205,11.08%,2019-12-13,2019-12-10,3
90,SPXW191213C03230000,2019-12-10 1:16PM EST,3230,0.07,0.0,0.1,-0.03,-30.00%,12,737,11.62%,2019-12-13,2019-12-10,3
91,SPXW191213C03235000,2019-12-10 9:39AM EST,3235,0.05,0.0,0.1,-0.05,-50.00%,1,305,12.16%,2019-12-13,2019-12-10,3
92,SPXW191213C03240000,2019-12-10 11:34AM EST,3240,0.05,0.0,0.05,-0.02,-28.57%,9,1063,11.77%,2019-12-13,2019-12-10,3
93,SPXW191213C03245000,2019-12-09 10:40AM EST,3245,0.05,0.0,0.05,-0.02,-28.57%,1,1205,12.26%,2019-12-13,2019-12-10,3
94,SPXW191213C03250000,2019-12-10 11:01AM EST,3250,0.05,0.0,0.05,-0.02,-28.57%,470,5994,12.75%,2019-12-13,2019-12-10,3
95,SPXW191213C03255000,2019-12-09 1:11PM EST,3255,0.05,0.0,0.05,0.0,-,24,553,13.23%,2019-12-13,2019-12-10,3
96,SPXW191213C03260000,2019-12-09 3:40PM EST,3260,0.05,0.0,0.05,0.0,-,271,727,13.72%,2019-12-13,2019-12-10,3
97,SPXW191213C03265000,2019-12-09 3:50PM EST,3265,0.05,0.05,0.05,0.0,-,9,495,14.21%,2019-12-13,2019-12-10,3
98,SPXW191213C03270000,2019-12-09 9:44AM EST,3270,0.05,0.0,0.1,0.0,-,12,1368,15.82%,2019-12-13,2019-12-10,3
99,SPXW191213C03275000,2019-12-09 11:03AM EST,3275,0.05,0.0,0.1,0.0,-,102,743,16.33%,2019-12-13,2019-12-10,3
100,SPXW191213C03280000,2019-12-06 3:30PM EST,3280,0.05,0.0,0.05,0.0,-,56,120,15.63%,2019-12-13,2019-12-10,3
101,SPXW191213C03285000,2019-12-06 2:47PM EST,3285,0.05,0.0,0.05,0.0,-,61,85,16.11%,2019-12-13,2019-12-10,3
102,SPXW191213C03290000,2019-12-09 10:13AM EST,3290,0.03,0.0,0.05,0.0,-,322,1555,16.60%,2019-12-13,2019-12-10,3
103,SPXW191213C03295000,2019-12-02 1:42PM EST,3295,0.07,0.0,0.05,0.0,-,162,303,17.09%,2019-12-13,2019-12-10,3
104,SPXW191213C03300000,2019-12-09 10:06AM EST,3300,0.05,0.0,0.05,0.0,-,2,2000,17.58%,2019-12-13,2019-12-10,3
105,SPXW191213C03305000,2019-11-15 10:54AM EST,3305,0.3,0.0,0.05,0.0,-,4,8,18.02%,2019-12-13,2019-12-10,3
106,SPXW191213C03310000,2019-11-27 3:49PM EST,3310,0.3,0.0,0.05,0.0,-,7,77,18.46%,2019-12-13,2019-12-10,3
107,SPXW191213C03320000,2019-11-27 3:50PM EST,3320,0.25,0.0,0.05,0.0,-,15,33,19.43%,2019-12-13,2019-12-10,3
108,SPXW191213C03325000,2019-11-29 9:43AM EST,3325,0.05,0.0,0.05,0.0,-,25,65,19.87%,2019-12-13,2019-12-10,3
109,SPXW191213C03330000,2019-12-06 3:46PM EST,3330,0.05,0.0,0.05,0.0,-,1,60,20.31%,2019-12-13,2019-12-10,3
110,SPXW191213C03340000,2019-11-29 12:54PM EST,3340,0.1,0.0,0.05,0.0,-,99,200,21.29%,2019-12-13,2019-12-10,3
111,SPXW191213C03350000,2019-12-03 3:54PM EST,3350,0.05,0.0,0.05,0.0,-,10,4519,22.17%,2019-12-13,2019-12-10,3
112,SPXW191213C03355000,2019-11-26 11:03AM EST,3355,0.1,0.0,0.05,0.0,-,-,6597,22.61%,2019-12-13,2019-12-10,3
113,SPXW191213C03375000,2019-11-26 2:48PM EST,3375,0.07,0.0,0.05,0.0,-,5,11,24.41%,2019-12-13,2019-12-10,3
114,SPXW191213C03400000,2019-11-25 10:39AM EST,3400,0.06,0.0,0.05,0.0,-,9,231,26.66%,2019-12-13,2019-12-10,3
115,SPXW191213C03425000,2019-12-06 4:03PM EST,3425,0.05,0.0,0.05,0.0,-,201,201,28.81%,2019-12-13,2019-12-10,3
116,SPXW191213C03500000,2019-11-29 9:31AM EST,3500,0.05,0.0,0.05,0.0,-,10,12,35.16%,2019-12-13,2019-12-10,3
117,SPXW191213C03600000,2019-11-01 9:15AM EST,3600,0.07,0.0,0.0,0.0,-,3,3,25.00%,2019-12-13,2019-12-10,3
118,SPXW191216C02850000,2019-11-18 12:03AM EST,2850,245.85,286.2,289.9,0.0,-,-,4,41.71%,2019-12-16,2019-12-10,6
119,SPXW191216C02870000,2019-11-18 12:03AM EST,2870,226.8,266.6,269.3,0.0,-,-,4,37.78%,2019-12-16,2019-12-10,6
120,SPXW191216C02875000,2019-11-08 11:40AM EST,2875,216.01,260.7,264.2,0.0,-,2,2,36.92%,2019-12-16,2019-12-10,6
121,SPXW191216C02900000,2019-12-06 1:45PM EST,2900,250.06,235.4,239.4,0.0,-,1,3,34.39%,2019-12-16,2019-12-10,6
122,SPXW191216C02915000,2019-11-11 12:10AM EST,2915,177.33,221.5,225.3,0.0,-,-,1,34.43%,2019-12-16,2019-12-10,6
123,SPXW191216C02920000,2019-11-11 12:10AM EST,2920,172.83,216.3,220.3,0.0,-,-,1,33.79%,2019-12-16,2019-12-10,6
124,SPXW191216C02950000,2019-12-06 1:03PM EST,2950,200.95,187.3,190.0,0.0,-,1,8,29.41%,2019-12-16,2019-12-10,6
125,SPXW191216C02995000,2019-12-09 3:56PM EST,2995,144.81,141.8,144.8,0.0,-,1,1,23.30%,2019-12-16,2019-12-10,6
126,SPXW191216C03000000,2019-12-09 9:41AM EST,3000,148.71,137.6,140.3,0.0,-,3,10,23.43%,2019-12-16,2019-12-10,6
127,SPXW191216C03005000,2019-12-09 12:00AM EST,3005,86.1,133.2,135.2,0.0,-,-,1,22.62%,2019-12-16,2019-12-10,6
128,SPXW191216C03010000,2019-11-26 10:07AM EST,3010,127.96,128.5,130.3,45.86,55.86%,2,37,22.10%,2019-12-16,2019-12-10,6
129,SPXW191216C03015000,2019-12-09 3:06PM EST,3015,127.96,123.4,126.3,0.0,-,3,8,22.78%,2019-12-16,2019-12-10,6
130,SPXW191216C03020000,2019-12-06 11:59AM EST,3020,131.29,117.7,120.5,0.0,-,7,42,21.03%,2019-12-16,2019-12-10,6
131,SPXW191216C03025000,2019-12-05 12:48PM EST,3025,91.96,112.9,116.3,0.0,-,1,1,21.38%,2019-12-16,2019-12-10,6
132,SPXW191216C03030000,2019-11-18 12:03AM EST,3030,99.67,108.1,111.6,0.0,-,-,1,21.03%,2019-12-16,2019-12-10,6
133,SPXW191216C03035000,2019-12-04 9:42AM EST,3035,85.34,104.1,107.3,0.0,-,1,20,21.11%,2019-12-16,2019-12-10,6
134,SPXW191216C03040000,2019-12-09 9:41AM EST,3040,110.11,99.7,102.4,0.0,-,6,9,20.48%,2019-12-16,2019-12-10,6
135,SPXW191216C03045000,2019-12-06 10:08AM EST,3045,102.76,95.1,96.8,0.0,-,2,39,19.08%,2019-12-16,2019-12-10,6
136,SPXW191216C03050000,2019-12-10 12:09PM EST,3050,90.73,89.5,92.6,1.14,1.27%,2,38,19.18%,2019-12-16,2019-12-10,6
137,SPXW191216C03055000,2019-12-10 11:59AM EST,3055,86.8,85.3,88.7,1.37,1.60%,1,38,19.48%,2019-12-16,2019-12-10,6
138,SPXW191216C03060000,2019-12-02 2:44PM EST,3060,48.6,80.4,83.6,0.0,-,22,25,18.59%,2019-12-16,2019-12-10,6
139,SPXW191216C03065000,2019-12-10 11:56AM EST,3065,78.09,76.8,78.3,1.49,1.95%,11,37,17.52%,2019-12-16,2019-12-10,6
140,SPXW191216C03070000,2019-12-10 11:59AM EST,3070,72.77,71.3,73.8,-10.48,-12.59%,11,52,17.16%,2019-12-16,2019-12-10,6
141,SPXW191216C03075000,2019-12-10 12:05PM EST,3075,68.65,67.3,70.6,0.8,1.18%,2,119,17.82%,2019-12-16,2019-12-10,6
142,SPXW191216C03080000,2019-12-10 12:09PM EST,3080,63.75,62.9,66.2,-8.24,-11.45%,7,182,17.42%,2019-12-16,2019-12-10,6
143,SPXW191216C03085000,2019-12-10 11:57AM EST,3085,60.08,58.7,61.1,-3.77,-5.90%,3,30,16.45%,2019-12-16,2019-12-10,6
144,SPXW191216C03090000,2019-12-10 11:57AM EST,3090,55.8,55.3,56.4,-2.36,-4.06%,9,509,15.76%,2019-12-16,2019-12-10,6
145,SPXW191216C03095000,2019-12-10 11:57AM EST,3095,51.4,51.4,51.8,-3.5,-6.38%,14,35,15.12%,2019-12-16,2019-12-10,6
146,SPXW191216C03100000,2019-12-10 11:58AM EST,3100,47.45,47.5,47.9,-3.35,-6.59%,11,682,14.92%,2019-12-16,2019-12-10,6
147,SPXW191216C03105000,2019-12-10 11:58AM EST,3105,43.37,43.4,43.7,-1.73,-3.84%,40,253,14.45%,2019-12-16,2019-12-10,6
148,SPXW191216C03110000,2019-12-10 11:58AM EST,3110,39.37,39.0,39.8,-3.25,-7.63%,21,399,14.11%,2019-12-16,2019-12-10,6
149,SPXW191216C03115000,2019-12-10 12:52PM EST,3115,33.0,35.4,35.8,-2.67,-7.49%,11,915,13.65%,2019-12-16,2019-12-10,6
150,SPXW191216C03120000,2019-12-10 1:12PM EST,3120,32.5,31.7,32.0,0.52,1.63%,56,158,13.23%,2019-12-16,2019-12-10,6
151,SPXW191216C03125000,2019-12-10 12:31PM EST,3125,26.92,28.1,28.4,-5.58,-17.17%,90,641,12.85%,2019-12-16,2019-12-10,6
152,SPXW191216C03130000,2019-12-10 12:30PM EST,3130,23.72,24.6,24.9,-1.73,-6.80%,461,583,12.45%,2019-12-16,2019-12-10,6
153,SPXW191216C03135000,2019-12-10 1:03PM EST,3135,22.0,21.5,21.8,-0.22,-0.99%,144,944,12.17%,2019-12-16,2019-12-10,6
154,SPXW191216C03140000,2019-12-10 1:00PM EST,3140,19.0,18.5,18.8,-2.38,-11.13%,405,742,11.85%,2019-12-16,2019-12-10,6
155,SPXW191216C03145000,2019-12-10 12:02PM EST,3145,15.77,15.9,16.2,-0.53,-3.25%,166,280,11.65%,2019-12-16,2019-12-10,6
156,SPXW191216C03150000,2019-12-10 1:04PM EST,3150,13.4,13.3,13.5,-0.59,-4.22%,449,9429,11.26%,2019-12-16,2019-12-10,6
157,SPXW191216C03155000,2019-12-10 12:51PM EST,3155,10.09,10.9,11.2,-2.33,-18.76%,220,998,10.97%,2019-12-16,2019-12-10,6
158,SPXW191216C03160000,2019-12-10 1:15PM EST,3160,9.2,8.9,9.1,-1.12,-10.85%,94,560,10.67%,2019-12-16,2019-12-10,6
159,SPXW191216C03165000,2019-12-10 12:51PM EST,3165,6.54,7.2,7.4,-1.36,-17.22%,203,402,10.48%,2019-12-16,2019-12-10,6
160,SPXW191216C03170000,2019-12-10 1:03PM EST,3170,5.87,5.7,5.9,-0.53,-8.28%,269,1107,10.28%,2019-12-16,2019-12-10,6
161,SPXW191216C03175000,2019-12-10 1:20PM EST,3175,4.5,4.4,4.6,-0.45,-9.09%,226,1514,10.06%,2019-12-16,2019-12-10,6
162,SPXW191216C03180000,2019-12-10 1:02PM EST,3180,3.6,3.3,3.5,-0.3,-7.69%,642,604,9.84%,2019-12-16,2019-12-10,6
163,SPXW191216C03185000,2019-12-10 1:23PM EST,3185,2.55,2.45,2.6,-0.45,-15.00%,338,2995,9.63%,2019-12-16,2019-12-10,6
164,SPXW191216C03190000,2019-12-10 1:16PM EST,3190,1.9,1.8,1.95,-0.43,-18.45%,209,685,9.51%,2019-12-16,2019-12-10,6
165,SPXW191216C03195000,2019-12-10 1:16PM EST,3195,1.42,1.3,1.45,-0.33,-18.86%,569,458,9.42%,2019-12-16,2019-12-10,6
166,SPXW191216C03200000,2019-12-10 1:15PM EST,3200,1.05,1.0,1.15,-0.26,-19.85%,380,1501,9.50%,2019-12-16,2019-12-10,6
167,SPXW191216C03205000,2019-12-10 12:52PM EST,3205,0.72,0.7,0.8,-0.43,-37.39%,10,337,9.34%,2019-12-16,2019-12-10,6
168,SPXW191216C03210000,2019-12-10 1:00PM EST,3210,0.57,0.5,0.65,-0.15,-20.83%,55,1011,9.49%,2019-12-16,2019-12-10,6
169,SPXW191216C03215000,2019-12-10 1:25PM EST,3215,0.45,0.4,0.5,-0.12,-21.05%,118,333,9.55%,2019-12-16,2019-12-10,6
170,SPXW191216C03220000,2019-12-10 1:25PM EST,3220,0.35,0.3,0.4,-0.17,-32.69%,18,207,9.68%,2019-12-16,2019-12-10,6
171,SPXW191216C03225000,2019-12-10 11:56AM EST,3225,0.3,0.25,0.35,-0.05,-14.29%,1,1112,9.94%,2019-12-16,2019-12-10,6
172,SPXW191216C03230000,2019-12-09 2:33PM EST,3230,0.32,0.15,0.3,0.0,-,94,84,10.17%,2019-12-16,2019-12-10,6
173,SPXW191216C03235000,2019-12-10 10:45AM EST,3235,0.2,0.15,0.25,-0.1,-33.33%,1,142,10.35%,2019-12-16,2019-12-10,6
174,SPXW191216C03240000,2019-12-10 9:36AM EST,3240,0.16,0.1,0.2,-0.08,-33.33%,28,189,10.46%,2019-12-16,2019-12-10,6
175,SPXW191216C03245000,2019-12-09 11:29AM EST,3245,0.2,0.1,0.2,0.0,-,3,11,10.89%,2019-12-16,2019-12-10,6
176,SPXW191216C03250000,2019-12-10 9:31AM EST,3250,0.13,0.05,0.2,-0.07,-35.00%,1,1167,11.32%,2019-12-16,2019-12-10,6
177,SPXW191216C03255000,2019-12-09 3:47PM EST,3255,0.15,0.05,0.15,0.0,-,16,47,11.32%,2019-12-16,2019-12-10,6
178,SPXW191216C03260000,2019-12-10 9:49AM EST,3260,0.1,0.05,0.15,-0.04,-28.57%,19,104,11.72%,2019-12-16,2019-12-10,6
179,SPXW191216C03265000,2019-12-05 3:31PM EST,3265,0.12,0.05,0.15,0.0,-,-,1,12.13%,2019-12-16,2019-12-10,6
